discovered_at,capability_bucket,org_name_guess,url,title,snippet,query,matched_keywords,confidence_score,status
2026-01-06 14:36:01,IP / Legal / Licensing,Pro Bono Services,https://ip.indiana.edu/probono/index.html,Pro Bono Services - Center for Intellectual Property Research,"The Center for Intellectual Property Research, in partnership with the US Patent & Trademark Office, operates two pro bono IP legal services.",patent support entrepreneurship nonprofit,ip; intellectual property; patent,0.8,added
2026-01-06 14:36:01,IP / Legal / Licensing,IP Accelerator,https://sell.amazon.com/programs/ip-accelerator,IP Accelerator,The IP Accelerator program connects you with a network of vetted legal service providers that offer trademark support and other intellectual-property services.,intellectual property support accelerator,ip,0.6,added
2026-01-06 14:36:01,IP / Legal / Licensing,Amazon Intellectual Property Accelerator,https://www.aboutamazon.com/news/policy-news-views/amazon-intellectual-property-accelerator,Amazon Intellectual Property Accelerator,A new program that helps brands more quickly obtain intellectual property (IP) rights and brand protection in Amazon's stores.,intellectual property support accelerator,ip; intellectual property,0.6,added
2026-01-06 14:36:01,IP / Legal / Licensing,Intellectual Property Accelerator Fund,https://research.princeton.edu/resources/funding/dean-research-funding/intellectual-property-accelerator-fund,Intellectual Property Accelerator Fund,Advances the development of promising technologies for societal benefit.,intellectual property support accelerator,intellectual property,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Maximizing Amazon's IP Accelerator Program Benefits and ...,https://grayfalkon.com/maximizing-amazons-ip-accelerator-program-benefits-and-protecting-intellectual-property/,Maximizing Amazon's IP Accelerator Program Benefits and ...,"Amazon's IP Accelerator Program, designed to help businesses quickly and effectively secure IP rights and tackle potential infringements.",intellectual property support accelerator,ip,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,What Is an Amazon IP Accelerator?,https://www.goldsteinpatentlaw.com/amazon-intellectual-property-accelerator/,What Is an Amazon IP Accelerator?,The Amazon IP Accelerator is a tool that helps businesses obtain intellectual property (IP) rights and brand protection on Amazon's marketplaces quickly.,intellectual property support accelerator,ip; intellectual property,0.6,added
2026-01-06 14:36:01,IP / Legal / Licensing,Amazon IP Accelerator,https://sladlaw.com/amazon-ip-accelerator/,Amazon IP Accelerator,Amazon's IP Accelerator program helps sellers protect their brands and gain early access to Brand Registry and its many benefits.,intellectual property support accelerator,ip,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Amazon IP Accelerator Law Firm,https://www.pch-iplaw.com/amazon-ip-accelerator/,Amazon IP Accelerator Law Firm | Trademark Support for ...,"Peretz, Chesal & Herrmann is an Amazon IP Accelerator Law Firm helping businesses across the country file trademark applications to protect their ideas, ...",intellectual property support accelerator,ip,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Tips to use incubators and accelerators without putting IP ...,https://www.kleinandwilson.com/articles/tips-to-use-incubators-and-accelerators-without-putting-ip-at-risk/,Tips to use incubators and accelerators without putting IP ...,Protect your intellectual property while still being able to use programs like incubators and accelerators. Klein & Wilson LLP® can tell you how.,intellectual property support accelerator,ip; intellectual property,0.7,added
2026-01-06 14:36:01,IP / Legal / Licensing,AMAZON ACCELERATOR,https://www.hoveywilliams.com/service/amazon-accelerator/,AMAZON ACCELERATOR | Hovey Williams,Our clients can use our expertise and specialized position within the IP Accelerator Program to enroll in the Amazon Brand Registry within mere days after ...,intellectual property support accelerator,ip,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Licensing,https://www.nsa.gov/Research/Technology-Transfer-Program/Licensing/,Licensing - Technology Transfer Program,The NSA Technology Transfer Program (TTP) helps businesses interested in licensing NSA technology through Patent License Agreements (PLAs).,technology licensing support program,patent; licensing; technology transfer,0.8,added
2026-01-06 14:36:01,IP / Legal / Licensing,Technology Licensing & Transfer Programs,https://www.microsoft.com/en-us/legal/intellectualproperty/tech-licensing,Technology Licensing & Transfer Programs | Microsoft Legal,Discover technology licensing and transfer programs from Microsoft Legal. See how these programs can benefit customers and accelerate product development.,technology licensing support program,licensing,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Technology Licensing,https://www.motorolasolutions.com/en_us/about/environmental-social-corporate-governance-esg/our-business/technology-leadership/technology-licensing.html,Technology Licensing,Our licensing practice supports both standards-based licensing and proprietary technology licensing programs. Learn more about our technology licensing!,technology licensing support program,licensing,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Technology Licensing & Entrepreneurship,https://ufhealth.org/research/for-researchers/technology-licensing-entrepreneurship,Technology Licensing & Entrepreneurship - Research,"UF Innovate connects innovators with entrepreneurs, investors and industry, incubates startups and growth companies, and fosters a resilient economy.",technology licensing support program,ip; licensing,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Licensing NASA Technology,https://technology.nasa.gov/license,Licensing NASA Technology | T2 Portal,NASA's Technology Transfer Portal hosts information on all of the NASA-developed technologies available to your business.,technology licensing support program,licensing; technology transfer,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Virginia Secures $120 Million Investment To Establish ...,https://pulse2.com/virginia-secures-120-million-investment-to-establish-advanced-pharmaceutical-manufacturing-workforce-center/,Virginia Secures $120 Million Investment To Establish ...,"The new Center will now focus on hands-on, industry-aligned workforce preparation, including GMP-simulated training, credentialing, lab ...",GMP manufacturing support program Virginia,gmp,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Center for Human Therapeutics cGMP,https://med.virginia.edu/core-facilities/wp-content/uploads/sites/183/2023/10/CHT-cGMP-eBrochure.pdf,Center for Human Therapeutics cGMP,The Center for Human Therapeutics (CHT) facilitates bench-to-bedside translational of preclinical biologics at state of the art Good Manufacturing Practices ( ...,GMP manufacturing support program Virginia,manufacturing; gmp,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Advancing Pharmaceutical Manufacturing in Central Virginia,https://www.vabio.org/advancing-pharmaceutical-manufacturing-in-central-virginia-the-success-of-the-go-virginia-grant/,Advancing Pharmaceutical Manufacturing in Central Virginia,This grant laid the foundation for Central Virginia's growth as a hub for advanced pharmaceutical manufacturing (APM) by leveraging the region's strengths.,GMP manufacturing support program Virginia,manufacturing,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,FST,https://register.ext.vt.edu/search/publicCourseSearchDetails.do?method=load&courseId=1535963&selectedProgramAreaId=25577&selectedProgramStreamId=,FST-FS-GMP-01 Current Good Manufacturing Practice (cGMPs),This Current Good Manufacturing Practice (cGMPs) Course is designed to review the requirements of Part 117 Subpart B – Current Good Manufacturing Practice.,GMP manufacturing support program Virginia,manufacturing; gmp,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Help your hardware clients scale up quickly,https://manufacturingaccelerator.org/accelerators/,Help your hardware clients scale up quickly,NextCorps' Manufacturing Accelerator helps entrepreneur support organizations by providing the tools needed to assess their readiness to scale up.,scale-up manufacturing accelerator,manufacturing,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Manufacturing Accelerator Program: High,https://icic.org/programs/manufacturing-accelerator-program/,Manufacturing Accelerator Program: High-Growth Strategies ...,"It equips participants with the tools they need to compete, innovate, and scale effectively through expert-led classes and peer-to-peer networking. MAP will ...",scale-up manufacturing accelerator,manufacturing,0.6,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,ScaleUp Lab Program: Home,https://scaleuplab.gatech.edu/,ScaleUp Lab Program: Home,A mentor pool with systematic mentoring procedures to boost startups through scale-up and successful market launch.,scale-up manufacturing accelerator,scale-up,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Manufacturing Hardware Accelerator,https://crea.cornell.edu/project/prototype-to-production-hardware-accelerator/,Manufacturing Hardware Accelerator,"A twelve-month, cohort-based program supporting startups ready to take their prototypes into production. ​The tools and knowledge required to identify a ...",scale-up manufacturing accelerator,manufacturing; production,0.7,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Manufacturing Hardware Accelerator,https://www.revithaca.com/manufacturing-hardware-accelerator/,Manufacturing Hardware Accelerator,A cohort-based program that supports hardware startups ready to bring their prototypes into production.,scale-up manufacturing accelerator,manufacturing; production,0.7,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,"Inventor Help: Concept, Prototype, Engineer + Production ...",https://prototypehouse.com/,"Inventor Help: Concept, Prototype, Engineer + Production ...","We provide a full suite of end-to-end product design services, including ideation, prototyping, engineering, packaging, and manufacturing.",prototype to manufacturing support center,manufacturing; production,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Prototyping and Manufacturing Center,https://www.fronius.com/en-us/usa/welding-technology/innovative-solutions/prototyping-manufacturing-center,Prototyping and Manufacturing Center,360° service: Our experts support you from the initial consultation through to the development and production of your component.,prototype to manufacturing support center,manufacturing; production,0.6,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Protolabs Network (formerly Hubs),https://www.hubs.com/,Protolabs Network (formerly Hubs) | On-demand ...,Hubs is now Protolabs Network. Manufacturing capabilities for complex custom parts–from prototypes to production. 3D printing | CNC machining | injection ...,prototype to manufacturing support center,manufacturing; production,0.7,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Prototyping Services,https://fathommfg.com/prototyping,Prototyping Services | Fathom,Our experienced engineers will help you efficiently move your projects from prototype to production. Our focus on prototype manufacturing and low- to mid ...,prototype to manufacturing support center,manufacturing; production,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Prototype manufacturing,https://perspectivasolutions.com/prototype-manufacturing/,Prototype manufacturing,// Prototyping support center. Our Technical Support Team will Always Assist You ASAP. 01. Our support team offers technical support for partners. Let us know ...,prototype to manufacturing support center,manufacturing,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Future of Manufacturing Fund,https://www.uwgc.org/partner-with-us/future-manufacturing-fund/,Future of Manufacturing Fund,Funding and technical assistance supports partners in replicating proven practices and scaling existing solutions to improve outcomes. Year I (2024-2025).,manufacturing scale-up support nonprofit,manufacturing; scaling,0.5,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,MAGNET: The Manufacturing Advocacy And Growth Network,https://www.eda.gov/funding/programs/sprint-challenge/2021/MAGNET-The-Manufacturing-Advocacy-And-Growth-Network,MAGNET: The Manufacturing Advocacy And Growth Network,"Industry 4.0 technologies like robots and connected machines allow for rapid scaling up of manufacturing, running “lights out” where possible, and the data ...",manufacturing scale-up support nonprofit,manufacturing; scaling,0.6,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,AMIP: Workforce Development Nonprofit in Cincinnati,https://amipcincy.org/about,AMIP: Workforce Development Nonprofit in Cincinnati,Advanced Manufacturing Industry Partnership is a registered nonprofit focused on manufacturing workforce and career awareness.,manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Programs,https://www.manufacturing.gov/programs,Programs,"LIFT, a Manufacturing USA Institute, is a nonprofit, public-private partnership between industry, academia, and government that supports our nation's economy ...",manufacturing scale-up support nonprofit,manufacturing,0.6,added
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Manufacturing Assistance,https://www.innovationworks.org/founders/manufacturing-assistance/,Manufacturing Assistance,"The Scalable Grant program provides up to $25,000 in reimbursement to support collaborations with Pennsylvania-based manufacturers and suppliers.",manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Defense Manufacturing Community Support Program,https://oldcc.gov/our-programs/defense-manufacturing-community-support-program,Defense Manufacturing Community Support Program,The Defense Manufacturing Community Support Program is a competitive grant program designed to support long-term community investments that strengthen national ...,manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,The Manufacturing USA Institute Model,https://www.manufacturingusa.com/pages/manufacturing-usa-institute-model,The Manufacturing USA Institute Model,Manufacturing USA institutes are designed to enable large-scale collaboration and develop manufacturing technologies that address national priorities.,manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,GMP Culture for Startups,https://cgmpconsulting.com/gmp-culture-for-startups/,GMP Culture for Startups,How new manufacturers can build a strong GMP foundation and compliance culture from day one.,GMP compliance support startup,gmp,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,Setting Up a GMP,https://assureallc.com/setting-up-a-gmp-compliant-qc-lab-csv-foundations-for-biotech-startups/,Setting Up a GMP-Compliant QC Lab: CSV Foundations for ...,"Launching a biotech company is an exciting journey, especially when it's time to build your first GMP-compliant Quality Control (QC) lab.",GMP compliance support startup,gmp,0.4,queued
2026-01-06 14:36:12,Manufacturing / GMP / Scale-Up,InstantGMP: All,https://instantgmp.com/,"InstantGMP: All-in-One Manufacturing, Inventory & Quality SaaS","InstantGMP offers a streamlined and future-ready approach to life science electronic batch records, inventory management, and quality management.",GMP compliance support startup,manufacturing; gmp,0.5,queued
2026-01-06 15:43:47,Regulatory / FDA,Home,https://virginiaapex.org/,Home - Virginia APEX Accelerator at George Mason ...,"The Virginia APEX Accelerator, formerly known as the Virginia Procurement Technical Assistance Center, is a sponsored program of George Mason University.",FDA regulatory consulting nonprofit accelerator Virginia,,0.4,queued
2026-01-06 15:43:47,Regulatory / FDA,Regulatory Affairs,https://ssistrategy.com/services/regulatory-affairs/,Regulatory Affairs,"We specialize in crafting comprehensive, multi-jurisdictional dossiers that pave the way for swift approval across different regions.",regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,added
2026-01-06 15:43:47,Regulatory / FDA,US FDA Regulatory Affairs Consulting,https://www.propharmagroup.com/services/regulatory-sciences/fda-regulatory-consulting/,US FDA Regulatory Affairs Consulting,"Our FDA consultants develop detailed regulatory strategies for your product, providing a clear path forward through all the critical FDA milestones. All of the ...",regulatory affairs consulting startup support,fda; regulatory; regulatory affairs,0.7,added
2026-01-06 15:43:47,Regulatory / FDA,FDA Pre,https://www.thefdagroup.com/services/fda-pre-submission-q-sub-support,FDA Pre-submission (Q-Sub) Support Services,"Optimize your FDA submissions with our expert Q-submission services, ensuring alignment, strategic feedback, and streamlined regulatory pathways for medical ...",FDA submission support program,fda; regulatory,0.5,queued
2026-01-06 15:44:04,Clinical & Translational Support,Wright Center for Clinical and Translational Research,https://cctr.vcu.edu/,Wright Center for Clinical and Translational Research,"As the first federally funded clinical and translational research center in Virginia, the Wright Center fosters research collaborations across the state and ...",clinical translation support program Virginia,clinical; translational; cro; translational research,1.0,added
2026-01-06 15:44:04,Clinical & Translational Support,UVA Translational Research Funds,https://lvg.virginia.edu/funding/uva-translational-research-funds,UVA Translational Research Funds,The goal of this program is to support/develop translational research projects that address unmet clinical needs and lead to improvements in care of patients ...,clinical translation support program Virginia,clinical; translational; translational research,0.8,skipped_duplicate
2026-01-06 15:44:04,Clinical & Translational Support,MTRAC Innovation Hub for Life Sciences,https://innovationpartnerships.umich.edu/resource/mtrac-for-life-sciences-innovation-hub/,MTRAC Innovation Hub for Life Sciences - UM,"A statewide program supporting translational research projects in life sciences with high commercial potential, with the ultimate goal of positively impacting ...",translational research commercialization support,translational; translational research,0.7,added
2026-01-06 15:44:04,Clinical & Translational Support,Research & Innovation,https://www.tgh.org/research-and-innovation,Research & Innovation | Tampa General ...,"Clinical Trials. When participating in a clinical trial at TGH, our experienced clinical research team will be by your side to provide support, guidance and the ...",clinical trials support innovation hub,clinical; clinical trial; clinical research,0.7,added
2026-01-06 15:44:04,Clinical & Translational Support,Global FSHD Innovation Hub,https://www.fshdsociety.org/research-and-clinical-care/therapeutic-accelerator/global-fshd-innovation-hub/,Global FSHD Innovation Hub,"FSHD Clinical Trial Support: As a specialized contract research organization (CRO), the Hub manages and optimizes FSHD clinical trials, improving site ...",clinical trials support innovation hub,clinical; cro; clinical trial,0.9,added
2026-01-06 15:44:04,Clinical & Translational Support,Innovation Hub,https://www.iqvia.com/about-us/innovation-hub,Innovation Hub,"Areas where we are actively seeking partnership include patient engagement, remote monitoring, decentralized clinical trials, telehealth, behavioral health, and ...",clinical trials support innovation hub,clinical; clinical trial,0.6,skipped_duplicate
2026-01-06 15:44:04,Clinical & Translational Support,Innovation Clinical Trials: Medical Reseach Center,https://innovationclinicaltrials.com/,Innovation Clinical Trials: Medical Reseach Center,Innovation Clinical Trials has an almost constant supply of new and on-going clinical studies that need compensated volunteers as participants.,clinical trials support innovation hub,clinical; clinical trial,0.6,added
2026-01-06 15:44:04,Clinical & Translational Support,CRO Growth Initiative,https://www.oracle.com/life-sciences/cro-growth-initiative/,CRO Growth Initiative,"Gain a competitive edge, win more sponsor business, and execute more clinical trials efficiently and cost effectively with Oracle's CRO Growth Initiative.",CRO support startup accelerator,clinical; cro; clinical trial,0.7,added
2026-01-06 15:44:04,Clinical & Translational Support,Translational Therapeutics Accelerator,https://c-path.org/program/translational-therapeutics-accelerator/,Translational Therapeutics Accelerator,"TRxA is a global drug discovery and development program focused on supporting academic scientists in defining optimal strategies for advancing new, cutting- ...",CRO support startup accelerator,translational,0.5,queued
2026-01-06 15:44:04,Clinical & Translational Support,Biotech Accelerator,https://biometasgroup.com/biotech-accelerator/,Biotech Accelerator,The BioMetas Accelerator gives you access to a team of veteran service providers in the industry from Pre-clinical CRO to Commercial manufacturing services on- ...,CRO support startup accelerator,clinical; cro,0.6,added
2026-01-06 15:44:04,Clinical & Translational Support,Clinical Trials Fund,https://cihr-irsc.gc.ca/e/52987.html,Clinical Trials Fund - CIHR,The Clinical Trials Fund (CTF) has helped to reinforce Canada's clinical trials ecosystem by investing in research and infrastructure through three main ...,clinical development support nonprofit,clinical; clinical trial,0.4,queued
2026-01-06 15:44:04,Clinical & Translational Support,About,https://ctontario.ca/about-cto/,About,"Clinical Trials Ontario is a leading non-profit organization in the clinical trials community dedicated to strengthening, promoting and capitalizing on Ontario ...",clinical development support nonprofit,clinical; clinical trial,0.5,queued
2026-01-06 15:44:04,Clinical & Translational Support,Our Impact,https://www.kindredfoundation.ca/about-us/our-impact,Our Impact,A financial program for families across Canada who must travel to access treatment through clinical trials for children and adolescents with cancer. Family ...,clinical development support nonprofit,clinical; cro; clinical trial,0.7,added
2026-01-06 15:44:18,IP / Legal / Licensing,Detkin Intellectual Property & Technology Legal Clinic,https://www.law.upenn.edu/clinic/intellectualproperty/,Detkin Intellectual Property & Technology Legal Clinic,The DIPTC is a teaching law firm that allows students to directly service clients under the close supervision of licensed attorneys.,startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Intellectual Property & Entrepreneurship Clinic,https://www.suffolk.edu/law/academics-clinics/clinics-experiential-opportunities/clinics/intellectual-property-and-entrepreneurship,Intellectual Property & Entrepreneurship Clinic,The IPEC provides student attorneys the opportunity to counsel clients on an extensive range of intellectual property issues.,startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Intellectual Property and Entrepreneurship Law Clinic,https://law.uconn.edu/academics/clinics-experiential-education/intellectual-property-entrepreneurship-law-clinic/,Intellectual Property and Entrepreneurship Law Clinic,The Intellectual Property and Entrepreneurship Law Clinic assists eligible Connecticut innovator-entrepreneurs with intellectual property matters.,startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Intellectual Property Clinic,https://ipc.launchbox.psu.edu/,Intellectual Property Clinic - Penn State,"The Intellectual Property Clinic offers free legal services and counseling in intellectual property strategy to startup companies, nonprofits and ...",startup IP legal clinic university,intellectual property,0.4,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Free Patent Filing Assistance In Enterprise,https://inventiv.org/blog/free-patent-filing-assistance-in-enterprise,Free Patent Filing Assistance In Enterprise - inventiv,"LegalCORPS is a nonprofit organization that offers free legal assistance to low-income entrepreneurs, focusing on business law and intellectual property. It ...",patent support entrepreneurship nonprofit,intellectual property; patent,0.6,added
2026-01-06 15:44:18,IP / Legal / Licensing,Everything You Wanted To Know About Amazon IP ...,https://www.aihello.com/resources/blog/everything-you-wanted-to-know-about-amazon-ip-accelerator-for-faster-brand-registry/,Everything You Wanted To Know About Amazon IP ...,The tool assists businesses in obtaining intellectual property (IP) rights and brand protection in Amazon's marketplaces more quickly.,intellectual property support accelerator,ip; intellectual property,0.4,queued
2026-01-06 15:44:18,IP / Legal / Licensing,SMR Licensing Technical Support (LTS) Program,https://www.energy.gov/ne/smr-licensing-technical-support-lts-program,SMR Licensing Technical Support (LTS) Program,"The Department established the SMR Licensing Technical Support (LTS) program in fiscal year (FY) 2012 to work directly with industry, research institutions.",technology licensing support program,licensing,0.4,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Center For Technology Licensing: Home,https://ctl.cornell.edu/,Center For Technology Licensing: Home,"The Center for Technology Licensing (CTL) is the commercialization arm of Cornell, bringing innovations from the lab to the marketplace.",technology licensing support program,licensing,0.4,queued
2026-01-06 15:44:18,IP / Legal / Licensing,MIT Technology Licensing Office: Home,https://tlo.mit.edu/,MIT Technology Licensing Office: Home,"The MIT Technology Licensing Office (TLO) helps identify, protect, market, and license MIT's intellectual property. By moving innovations and discoveries ...",technology licensing support program,intellectual property; licensing,0.5,queued
2026-01-06 15:44:18,IP / Legal / Licensing,Technology Transfer,https://netl.doe.gov/business/tech-transfer/licensing,Technology Transfer - Licensing,Licenses transfer government-owned intellectual property (IP) to the private sector. NETL licenses to partners who have a commercialization plan with a high ...,technology licensing support program,ip; intellectual property; licensing; technology transfer,0.9,skipped_duplicate
2026-01-06 15:44:35,Manufacturing / GMP / Scale-Up,Governor Glenn Youngkin Announces Industry Partnership ...,https://www.governor.virginia.gov/newsroom/news-releases/2025/october/name-1070487-en.html,Governor Glenn Youngkin Announces Industry Partnership ...,"... Good Manufacturing Practice (GMP) simulated training. Apprenticeships, internships, and employer projects will be activated and expanded ...",GMP manufacturing support program Virginia,manufacturing; gmp,0.5,queued
2026-01-06 15:44:35,Manufacturing / GMP / Scale-Up,Alliance for Building Better Medicine and the Virginia ...,https://www.prnewswire.com/news-releases/alliance-for-building-better-medicine-and-the-virginia-innovation-partnership-celebrate-120-million-investment-from-astrazeneca-eli-lilly-and-merck-to-advance-virginias-advanced-pharmaceutical-manufacturing-workforce-302606069.html,Alliance for Building Better Medicine and the Virginia ...,"... Good Manufacturing Practice (GMP) simulated training, classroom labs, and apprenticeships and internships. ""This moment reflects the power ...",GMP manufacturing support program Virginia,manufacturing; gmp,0.6,added
2026-01-06 15:44:35,Manufacturing / GMP / Scale-Up,Scale,https://www.bbeu.org/what-we-offer/additional-services/scale-up-accelerator-network/,Scale-up Accelerator Network,The Scale-up Accelerator Network is a program that links start-ups with seasoned industry experts who can give an independent review and help you with your ...,scale-up manufacturing accelerator,scale-up,0.6,added
2026-01-06 15:44:35,Manufacturing / GMP / Scale-Up,Prototype Fabrication,https://www.lanl.gov/engage/organizations/weapons-engineering/prototype-fabrication,Prototype Fabrication,"Prototype Fabrication Manufacturing (PF-MFG) provides machining, welding, CNC programming and design support for high-precision components across a diverse ...",prototype to manufacturing support center,manufacturing,0.4,queued
2026-01-06 15:44:35,Manufacturing / GMP / Scale-Up,Grant Assistance,https://tdo.org/grant-assistance/,Grant Assistance - TDO,"The Manufacturing Productivity Program (MPP) provides matching grants of up to $15,000 or 40% (whichever is less) of the costs incurred by eligible applicants ...",manufacturing scale-up support nonprofit,manufacturing,0.4,queued
2026-01-06 18:44:09,Regulatory / FDA,FDA Regulatory Services,https://ingenucro.com/regulatory/,FDA Regulatory Services,iNGENū CRO extends its expertise in guiding you through the critical stages of FDA Pre-Investigational New Drug (Pre-IND) and Investigational New Drug (IND) ...,IND regulatory support organization,fda; regulatory; ind,0.7,added
2026-01-06 18:44:09,Regulatory / FDA,Clinical Trials Regulatory Support,https://www.uthsc.edu/research/human-subjects-research/clinical-trials-regulatory-support.php,Clinical Trials Regulatory Support | human-subjects-research,We primarily serve investigators whose research may require an IND/IDE application to the US Food and Drug Administration. Our office assists ...,IND regulatory support organization,regulatory; ind; ide,0.7,added
2026-01-06 18:44:09,Regulatory / FDA,Investigational New Drugs and Biologics,https://irb.ucsf.edu/investigational-new-drugs-and-biologics,Investigational New Drugs and Biologics,"FDA Regulatory Support at UCSF provides free consultations to the UCSF community on compliance with FDA regulations, including IND applications.",IND regulatory support organization,fda; regulatory; ind; ide,0.9,added
2026-01-06 18:44:09,Regulatory / FDA,Regulatory Consulting Services,https://synergbiopharma.com/solutions/regulatory-consulting-end-to-end-strategy/,Regulatory Consulting Services,"Support critical development milestones with Syner-G's regulatory consulting services, offering guidance across all phases of the product lifecycle.",regulatory affairs consulting startup support,regulatory; regulatory consulting,0.5,queued
2026-01-06 18:44:09,Regulatory / FDA,Electronic Regulatory Submission and Review,https://www.fda.gov/drugs/forms-submission-requirements/electronic-regulatory-submission-and-review,Electronic Regulatory Submission and Review,This page provides information about the electronic submission of regulatory information to the Center and the review of it by CDER staff.,FDA submission support program,regulatory; ide,0.6,added
2026-01-06 18:44:09,Regulatory / FDA,US FDA Regulatory Submission Support,https://complypharma.ai/service/us-fda-regulatory-submission-support/,US FDA Regulatory Submission Support - complypharma,"Full-spectrum US FDA submission support; Expertise in drug, biologics, and device submissions; End-to-end guidance for faster approvals.",FDA submission support program,fda; regulatory,0.4,queued
2026-01-06 18:44:26,Clinical & Translational Support,Research & clinical trials,https://www.vcuhealth.org/explore-vcu-health/research-and-clinical-trials/,Research & clinical trials,Explore open clinical trials that are currently enrolling participants. Visit the VCU C. Kenneth and Diane Wright Center for Clinical and Translational ...,clinical translation support program Virginia,clinical; translational; clinical trial,0.8,skipped_duplicate
2026-01-06 18:44:26,Clinical & Translational Support,First Flight Venture Center,https://www.ffvcnc.org/wheelsup,First Flight Venture Center — WheelsUP Accelerator,The WheelsUP Accelerator is a mentor-driven program that will rapidly advance early-stage teams through intensive business and technical education.,CRO support startup accelerator,,0.4,queued
2026-01-06 18:44:26,Clinical & Translational Support,The CRI Anna,https://www.cancerresearch.org/clinical-accelerator,The CRI Anna-Maria Kellen Clinical Accelerator,The CRI Anna-Maria Kellen Clinical Accelerator is a venture philanthropy-backed strategy that supports multi-centered clinical trials testing novel ...,clinical development support nonprofit,clinical; clinical trial,0.7,added
2026-01-06 18:44:38,IP / Legal / Licensing,Technology Transfer Office,https://erau.edu/research-park/micaplex/technology-transfer-office,Technology Transfer Office,"Embry-Riddle's Technology Transfer Office, a part of the Legal Department, secures intellectual property protection for the inventions produced.",technology transfer licensing office Virginia,intellectual property; technology transfer,0.5,queued
2026-01-06 18:44:38,IP / Legal / Licensing,Intellectual Property and Entrepreneurship Law Clinic,https://outreach.engagement.uconn.edu/programs/intellectual-property-and-entrepreneurship-law-clinic/,Intellectual Property and Entrepreneurship Law Clinic,"Provides law students with the unique opportunity to counsel Connecticut's innovators, entrepreneurs, and startups on a wide range of intellectual property law ...",startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 18:44:38,IP / Legal / Licensing,Intellectual Property Clinic,https://dickinsonlaw.psu.edu/intellectual-property-clinic,Intellectual Property Clinic,"The Intellectual Property Clinic offers free legal services and counseling in intellectual property strategy to startup companies, nonprofit entities, and",startup IP legal clinic university,intellectual property,0.4,queued
2026-01-06 18:44:38,IP / Legal / Licensing,Patent Pro Bono Program,https://vlany.org/patent-pro-bono-program/,Patent Pro Bono Program - VLA,"We are able to provide pro bono patent assistance to artists, creators, and independent inventors who are interested in applying for a design patent or a ...",patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 18:44:38,IP / Legal / Licensing,ElevateIP,https://elevate-ip.ca/,ElevateIP,"Up to $100,000 in. intellectual property services. Eligible startups that successfully undergo our application process may receive funding for expert ...",intellectual property support accelerator,ip; intellectual property,0.4,queued
